scan_number,time0,time1,time2,time3
4126,2023-10-13T20:06:54+00:00,2023-10-13T20:06:54+00:00,2023-10-13T20:06:54+00:00,2023-10-13T20:06:54+00:00
4127,2023-10-13T20:07:09+00:00,2023-10-13T20:07:09+00:00,2023-10-13T20:07:09+00:00,2023-10-13T20:07:09+00:00
4128,2023-10-13T20:07:24+00:00,2023-10-13T20:07:24+00:00,2023-10-13T20:07:24+00:00,2023-10-13T20:07:24+00:00
4129,2023-10-13T20:07:39+00:00,2023-10-13T20:07:39+00:00,2023-10-13T20:07:39+00:00,2023-10-13T20:07:39+00:00
4130,2023-10-13T20:07:54+00:00,2023-10-13T20:07:54+00:00,2023-10-13T20:07:54+00:00,2023-10-13T20:07:54+00:00
4131,2023-10-13T20:08:09+00:00,2023-10-13T20:08:09+00:00,2023-10-13T20:08:09+00:00,2023-10-13T20:08:09+00:00
4132,2023-10-13T20:08:24+00:00,2023-10-13T20:08:24+00:00,2023-10-13T20:08:24+00:00,2023-10-13T20:08:24+00:00
4133,2023-10-13T20:08:39+00:00,2023-10-13T20:08:39+00:00,2023-10-13T20:08:39+00:00,2023-10-13T20:08:39+00:00
4134,2023-10-13T20:08:54+00:00,2023-10-13T20:08:54+00:00,2023-10-13T20:08:54+00:00,2023-10-13T20:08:54+00:00
4135,2023-10-13T20:09:09+00:00,2023-10-13T20:09:09+00:00,2023-10-13T20:09:09+00:00,2023-10-13T20:09:09+00:00
4136,2023-10-13T20:09:24+00:00,2023-10-13T20:09:24+00:00,2023-10-13T20:09:24+00:00,2023-10-13T20:09:24+00:00
4137,2023-10-13T20:09:39+00:00,2023-10-13T20:09:39+00:00,2023-10-13T20:09:39+00:00,2023-10-13T20:09:39+00:00
4138,2023-10-13T20:09:54+00:00,2023-10-13T20:09:54+00:00,2023-10-13T20:09:54+00:00,2023-10-13T20:09:54+00:00
4139,2023-10-13T20:10:24+00:00,2023-10-13T20:10:09+00:00,2023-10-13T20:10:10+00:00,2023-10-13T20:10:09+00:00
4140,2023-10-13T20:10:24+00:00,2023-10-13T20:10:24+00:00,2023-10-13T20:10:24+00:00,2023-10-13T20:10:24+00:00
4141,2023-10-13T20:10:39+00:00,2023-10-13T20:10:39+00:00,2023-10-13T20:10:39+00:00,2023-10-13T20:10:39+00:00
4142,2023-10-13T20:10:54+00:00,2023-10-13T20:10:54+00:00,2023-10-13T20:10:54+00:00,2023-10-13T20:10:54+00:00
4143,2023-10-13T20:11:09+00:00,2023-10-13T20:11:09+00:00,2023-10-13T20:11:10+00:00,2023-10-13T20:11:09+00:00
4144,2023-10-13T20:11:24+00:00,2023-10-13T20:11:24+00:00,2023-10-13T20:11:24+00:00,2023-10-13T20:11:24+00:00
4145,2023-10-13T20:11:39+00:00,2023-10-13T20:11:39+00:00,2023-10-13T20:11:39+00:00,2023-10-13T20:11:39+00:00
4146,2023-10-13T20:12:09+00:00,2023-10-13T20:11:54+00:00,2023-10-13T20:11:54+00:00,2023-10-13T20:11:54+00:00
4147,2023-10-13T20:12:09+00:00,2023-10-13T20:12:09+00:00,2023-10-13T20:12:09+00:00,2023-10-13T20:12:09+00:00
4148,2023-10-13T20:12:24+00:00,2023-10-13T20:12:24+00:00,2023-10-13T20:12:25+00:00,2023-10-13T20:12:25+00:00
4149,2023-10-13T20:12:39+00:00,2023-10-13T20:12:39+00:00,2023-10-13T20:12:39+00:00,2023-10-13T20:12:40+00:00
4150,2023-10-13T20:12:54+00:00,2023-10-13T20:12:54+00:00,2023-10-13T20:12:54+00:00,2023-10-13T20:12:55+00:00
4151,2023-10-13T20:13:09+00:00,2023-10-13T20:13:09+00:00,2023-10-13T20:13:09+00:00,2023-10-13T20:13:10+00:00
4152,2023-10-13T20:13:24+00:00,2023-10-13T20:13:24+00:00,2023-10-13T20:13:25+00:00,2023-10-13T20:13:25+00:00
4153,2023-10-13T20:13:40+00:00,2023-10-13T20:13:39+00:00,2023-10-13T20:13:39+00:00,2023-10-13T20:13:40+00:00
4154,2023-10-13T20:13:54+00:00,2023-10-13T20:13:54+00:00,2023-10-13T20:13:54+00:00,2023-10-13T20:13:55+00:00
4155,2023-10-13T20:14:09+00:00,2023-10-13T20:14:09+00:00,2023-10-13T20:14:09+00:00,2023-10-13T20:14:10+00:00
4156,2023-10-13T20:14:24+00:00,2023-10-13T20:14:24+00:00,2023-10-13T20:14:25+00:00,2023-10-13T20:14:25+00:00
4157,2023-10-13T20:14:39+00:00,2023-10-13T20:14:39+00:00,2023-10-13T20:14:40+00:00,2023-10-13T20:14:40+00:00
4158,2023-10-13T20:14:54+00:00,2023-10-13T20:14:54+00:00,2023-10-13T20:14:55+00:00,2023-10-13T20:14:55+00:00
4159,2023-10-13T20:15:09+00:00,2023-10-13T20:15:09+00:00,2023-10-13T20:15:10+00:00,2023-10-13T20:15:10+00:00
4160,2023-10-13T20:15:24+00:00,2023-10-13T20:15:24+00:00,2023-10-13T20:15:25+00:00,2023-10-13T20:15:25+00:00
4161,2023-10-13T20:15:39+00:00,2023-10-13T20:15:39+00:00,2023-10-13T20:15:40+00:00,2023-10-13T20:15:40+00:00
4162,2023-10-13T20:15:55+00:00,2023-10-13T20:15:54+00:00,2023-10-13T20:15:55+00:00,2023-10-13T20:15:55+00:00
4163,2023-10-13T20:16:10+00:00,2023-10-13T20:16:09+00:00,2023-10-13T20:16:10+00:00,2023-10-13T20:16:10+00:00
4164,2023-10-13T20:16:25+00:00,2023-10-13T20:16:24+00:00,2023-10-13T20:16:25+00:00,2023-10-13T20:16:25+00:00
4165,2023-10-13T20:16:40+00:00,2023-10-13T20:16:39+00:00,2023-10-13T20:16:40+00:00,2023-10-13T20:16:40+00:00
4166,2023-10-13T20:16:55+00:00,2023-10-13T20:16:54+00:00,2023-10-13T20:17:10+00:00,2023-10-13T20:16:55+00:00
4167,2023-10-13T20:17:10+00:00,2023-10-13T20:17:10+00:00,2023-10-13T20:17:10+00:00,2023-10-13T20:17:10+00:00
4168,2023-10-13T20:17:25+00:00,2023-10-13T20:17:24+00:00,2023-10-13T20:17:25+00:00,2023-10-13T20:17:25+00:00
4169,2023-10-13T20:17:40+00:00,2023-10-13T20:17:39+00:00,2023-10-13T20:17:40+00:00,2023-10-13T20:17:40+00:00
4170,2023-10-13T20:17:55+00:00,2023-10-13T20:18:09+00:00,2023-10-13T20:17:55+00:00,2023-10-13T20:17:55+00:00
4171,2023-10-13T20:18:10+00:00,2023-10-13T20:18:09+00:00,2023-10-13T20:18:10+00:00,2023-10-13T20:18:10+00:00
4172,2023-10-13T20:18:25+00:00,2023-10-13T20:18:24+00:00,2023-10-13T20:18:25+00:00,2023-10-13T20:18:25+00:00
4173,2023-10-13T20:18:40+00:00,2023-10-13T20:18:40+00:00,2023-10-13T20:18:40+00:00,2023-10-13T20:18:40+00:00
4174,2023-10-13T20:18:55+00:00,2023-10-13T20:18:55+00:00,2023-10-13T20:18:55+00:00,2023-10-13T20:18:55+00:00
4175,2023-10-13T20:19:10+00:00,2023-10-13T20:19:09+00:00,2023-10-13T20:19:10+00:00,2023-10-13T20:19:10+00:00
4176,2023-10-13T20:19:40+00:00,2023-10-13T20:19:25+00:00,2023-10-13T20:19:25+00:00,2023-10-13T20:19:25+00:00
4177,2023-10-13T20:19:55+00:00,2023-10-13T20:19:40+00:00,2023-10-13T20:19:40+00:00,2023-10-13T20:19:40+00:00
4178,2023-10-13T20:19:55+00:00,2023-10-13T20:19:55+00:00,2023-10-13T20:19:55+00:00,2023-10-13T20:19:55+00:00
4179,2023-10-13T20:20:10+00:00,2023-10-13T20:20:09+00:00,2023-10-13T20:20:10+00:00,2023-10-13T20:20:10+00:00
4180,2023-10-13T20:20:25+00:00,2023-10-13T20:20:25+00:00,2023-10-13T20:20:25+00:00,2023-10-13T20:20:25+00:00
4181,2023-10-13T20:20:40+00:00,2023-10-13T20:20:40+00:00,2023-10-13T20:20:40+00:00,2023-10-13T20:20:40+00:00
4182,2023-10-13T20:20:55+00:00,2023-10-13T20:20:55+00:00,2023-10-13T20:20:55+00:00,2023-10-13T20:20:55+00:00
4183,2023-10-13T20:21:10+00:00,2023-10-13T20:21:10+00:00,2023-10-13T20:21:10+00:00,2023-10-13T20:21:10+00:00
4184,2023-10-13T20:21:25+00:00,2023-10-13T20:21:25+00:00,2023-10-13T20:21:25+00:00,2023-10-13T20:21:25+00:00
4185,2023-10-13T20:21:40+00:00,2023-10-13T20:21:40+00:00,2023-10-13T20:21:40+00:00,2023-10-13T20:21:40+00:00
4186,2023-10-13T20:21:55+00:00,2023-10-13T20:21:55+00:00,2023-10-13T20:21:55+00:00,2023-10-13T20:21:55+00:00
4187,2023-10-13T20:22:10+00:00,2023-10-13T20:22:10+00:00,2023-10-13T20:22:10+00:00,2023-10-13T20:22:10+00:00
4188,2023-10-13T20:22:25+00:00,2023-10-13T20:22:25+00:00,2023-10-13T20:22:40+00:00,2023-10-13T20:22:25+00:00
4189,2023-10-13T20:22:40+00:00,2023-10-13T20:22:55+00:00,2023-10-13T20:22:40+00:00,2023-10-13T20:22:40+00:00
4190,2023-10-13T20:22:55+00:00,2023-10-13T20:22:55+00:00,2023-10-13T20:22:55+00:00,2023-10-13T20:22:55+00:00
4191,2023-10-13T20:23:10+00:00,2023-10-13T20:23:10+00:00,2023-10-13T20:23:10+00:00,2023-10-13T20:23:10+00:00
4192,2023-10-13T20:23:25+00:00,2023-10-13T20:23:25+00:00,2023-10-13T20:23:25+00:00,2023-10-13T20:23:25+00:00
4193,2023-10-13T20:23:40+00:00,2023-10-13T20:23:40+00:00,2023-10-13T20:23:40+00:00,2023-10-13T20:23:40+00:00
4194,2023-10-13T20:23:55+00:00,2023-10-13T20:23:55+00:00,2023-10-13T20:23:55+00:00,2023-10-13T20:23:55+00:00
4195,2023-10-13T20:24:10+00:00,2023-10-13T20:24:10+00:00,2023-10-13T20:24:10+00:00,2023-10-13T20:24:10+00:00
4196,2023-10-13T20:24:25+00:00,2023-10-13T20:24:25+00:00,2023-10-13T20:24:25+00:00,2023-10-13T20:24:25+00:00
4197,2023-10-13T20:24:40+00:00,2023-10-13T20:24:40+00:00,2023-10-13T20:24:40+00:00,2023-10-13T20:24:40+00:00
4198,2023-10-13T20:24:55+00:00,2023-10-13T20:24:55+00:00,2023-10-13T20:24:55+00:00,2023-10-13T20:24:55+00:00
4199,2023-10-13T20:25:10+00:00,2023-10-13T20:25:10+00:00,2023-10-13T20:25:10+00:00,2023-10-13T20:25:10+00:00
4200,2023-10-13T20:25:25+00:00,2023-10-13T20:25:25+00:00,2023-10-13T20:25:25+00:00,2023-10-13T20:25:25+00:00
4201,2023-10-13T20:25:40+00:00,2023-10-13T20:25:40+00:00,2023-10-13T20:25:40+00:00,2023-10-13T20:25:40+00:00
4202,2023-10-13T20:25:55+00:00,2023-10-13T20:25:55+00:00,2023-10-13T20:25:55+00:00,2023-10-13T20:25:55+00:00
4203,2023-10-13T20:26:10+00:00,2023-10-13T20:26:10+00:00,2023-10-13T20:26:10+00:00,2023-10-13T20:26:10+00:00
4204,2023-10-13T20:26:25+00:00,2023-10-13T20:26:25+00:00,2023-10-13T20:26:25+00:00,2023-10-13T20:26:40+00:00
4205,2023-10-13T20:26:40+00:00,2023-10-13T20:26:40+00:00,2023-10-13T20:26:40+00:00,2023-10-13T20:26:40+00:00
4206,2023-10-13T20:26:55+00:00,2023-10-13T20:26:55+00:00,2023-10-13T20:26:55+00:00,2023-10-13T20:26:55+00:00
4207,2023-10-13T20:27:10+00:00,2023-10-13T20:27:10+00:00,2023-10-13T20:27:10+00:00,2023-10-13T20:27:10+00:00
4208,2023-10-13T20:27:25+00:00,2023-10-13T20:27:25+00:00,2023-10-13T20:27:25+00:00,2023-10-13T20:27:25+00:00
4209,2023-10-13T20:27:40+00:00,2023-10-13T20:27:40+00:00,2023-10-13T20:27:40+00:00,2023-10-13T20:27:40+00:00
4210,2023-10-13T20:27:55+00:00,2023-10-13T20:27:55+00:00,2023-10-13T20:27:55+00:00,2023-10-13T20:27:55+00:00
4211,2023-10-13T20:28:10+00:00,2023-10-13T20:28:10+00:00,2023-10-13T20:28:10+00:00,2023-10-13T20:28:10+00:00
4212,2023-10-13T20:28:25+00:00,2023-10-13T20:28:25+00:00,2023-10-13T20:28:25+00:00,2023-10-13T20:28:25+00:00
4213,2023-10-13T20:28:40+00:00,2023-10-13T20:28:40+00:00,2023-10-13T20:28:40+00:00,2023-10-13T20:28:40+00:00
4214,2023-10-13T20:28:55+00:00,2023-10-13T20:28:55+00:00,2023-10-13T20:28:55+00:00,2023-10-13T20:28:55+00:00
4215,2023-10-13T20:29:10+00:00,2023-10-13T20:29:10+00:00,2023-10-13T20:29:10+00:00,2023-10-13T20:29:10+00:00
4216,2023-10-13T20:29:25+00:00,2023-10-13T20:29:25+00:00,2023-10-13T20:29:25+00:00,2023-10-13T20:29:25+00:00
4217,2023-10-13T20:29:40+00:00,2023-10-13T20:29:40+00:00,2023-10-13T20:29:40+00:00,2023-10-13T20:29:40+00:00
4218,2023-10-13T20:30:10+00:00,2023-10-13T20:30:10+00:00,2023-10-13T20:29:55+00:00,2023-10-13T20:29:55+00:00
4219,2023-10-13T20:30:10+00:00,2023-10-13T20:30:25+00:00,2023-10-13T20:30:10+00:00,2023-10-13T20:30:10+00:00
4220,2023-10-13T20:30:25+00:00,2023-10-13T20:30:25+00:00,2023-10-13T20:30:25+00:00,2023-10-13T20:30:25+00:00
4221,2023-10-13T20:30:40+00:00,2023-10-13T20:30:40+00:00,2023-10-13T20:30:40+00:00,2023-10-13T20:30:40+00:00
4222,2023-10-13T20:30:55+00:00,2023-10-13T20:30:55+00:00,2023-10-13T20:30:55+00:00,2023-10-13T20:30:55+00:00
4223,2023-10-13T20:31:10+00:00,2023-10-13T20:31:10+00:00,2023-10-13T20:31:10+00:00,2023-10-13T20:31:10+00:00
4224,2023-10-13T20:31:25+00:00,2023-10-13T20:31:25+00:00,2023-10-13T20:31:25+00:00,2023-10-13T20:31:25+00:00
4225,2023-10-13T20:31:40+00:00,2023-10-13T20:31:40+00:00,2023-10-13T20:31:40+00:00,2023-10-13T20:31:40+00:00
4226,2023-10-13T20:31:55+00:00,2023-10-13T20:31:55+00:00,2023-10-13T20:31:55+00:00,2023-10-13T20:31:55+00:00
4227,2023-10-13T20:42:28+00:00,2023-10-13T20:42:28+00:00,2023-10-13T20:42:28+00:00,2023-10-13T20:42:28+00:00
4228,2023-10-13T20:43:23+00:00,2023-10-13T20:43:23+00:00,2023-10-13T20:43:23+00:00,2023-10-13T20:43:23+00:00
4229,2023-10-13T20:44:18+00:00,2023-10-13T20:44:18+00:00,2023-10-13T20:44:18+00:00,2023-10-13T20:44:18+00:00
4230,2023-10-13T20:45:13+00:00,2023-10-13T20:45:13+00:00,2023-10-13T20:45:13+00:00,2023-10-13T20:45:13+00:00
4231,2023-10-13T20:46:08+00:00,2023-10-13T20:46:08+00:00,2023-10-13T20:46:08+00:00,2023-10-13T20:46:08+00:00
4232,2023-10-13T20:47:03+00:00,2023-10-13T20:47:03+00:00,2023-10-13T20:47:03+00:00,2023-10-13T20:47:03+00:00
4233,2023-10-13T20:47:58+00:00,2023-10-13T20:48:53+00:00,2023-10-13T20:47:58+00:00,2023-10-13T20:47:58+00:00
4234,2023-10-13T20:48:53+00:00,2023-10-13T20:48:53+00:00,2023-10-13T20:48:53+00:00,2023-10-13T20:48:53+00:00
4235,2023-10-13T20:49:48+00:00,2023-10-13T20:49:48+00:00,2023-10-13T20:49:48+00:00,2023-10-13T20:49:48+00:00
4236,2023-10-13T20:50:43+00:00,2023-10-13T20:50:43+00:00,2023-10-13T20:50:43+00:00,2023-10-13T20:50:43+00:00
4237,2023-10-13T20:51:38+00:00,2023-10-13T20:51:38+00:00,2023-10-13T20:51:38+00:00,2023-10-13T20:51:38+00:00
4238,2023-10-13T20:52:33+00:00,2023-10-13T20:52:33+00:00,2023-10-13T20:52:33+00:00,2023-10-13T20:52:33+00:00
4239,2023-10-13T20:53:28+00:00,2023-10-13T20:53:28+00:00,2023-10-13T20:53:28+00:00,2023-10-13T20:53:28+00:00
4240,2023-10-13T20:54:23+00:00,2023-10-13T20:54:23+00:00,2023-10-13T20:54:23+00:00,2023-10-13T20:54:23+00:00
4241,2023-10-13T20:55:18+00:00,2023-10-13T20:55:18+00:00,2023-10-13T20:55:18+00:00,2023-10-13T20:55:18+00:00
4242,2023-10-13T20:56:13+00:00,2023-10-13T20:56:13+00:00,2023-10-13T20:56:13+00:00,2023-10-13T20:56:13+00:00
4243,2023-10-13T20:57:08+00:00,2023-10-13T20:58:03+00:00,2023-10-13T20:57:08+00:00,2023-10-13T20:57:08+00:00
4244,2023-10-13T20:58:03+00:00,2023-10-13T20:58:03+00:00,2023-10-13T20:58:03+00:00,2023-10-13T20:58:03+00:00
4245,2023-10-13T20:58:58+00:00,2023-10-13T20:58:58+00:00,2023-10-13T20:58:58+00:00,2023-10-13T20:58:58+00:00
4246,2023-10-13T20:59:53+00:00,2023-10-13T20:59:53+00:00,2023-10-13T20:59:53+00:00,2023-10-13T20:59:53+00:00
4247,2023-10-13T21:00:48+00:00,2023-10-13T21:00:48+00:00,2023-10-13T21:00:48+00:00,2023-10-13T21:00:48+00:00
4248,2023-10-13T21:01:43+00:00,2023-10-13T21:01:43+00:00,2023-10-13T21:01:43+00:00,2023-10-13T21:01:43+00:00
4249,2023-10-13T21:02:38+00:00,2023-10-13T21:02:38+00:00,2023-10-13T21:02:38+00:00,2023-10-13T21:02:38+00:00
4250,2023-10-13T21:03:33+00:00,2023-10-13T21:03:33+00:00,2023-10-13T21:04:28+00:00,2023-10-13T21:03:33+00:00
4251,2023-10-13T21:04:28+00:00,2023-10-13T21:04:28+00:00,2023-10-13T21:04:28+00:00,2023-10-13T21:04:29+00:00
4252,2023-10-13T21:05:23+00:00,2023-10-13T21:05:23+00:00,2023-10-13T21:05:23+00:00,2023-10-13T21:05:24+00:00
4253,2023-10-13T21:06:18+00:00,2023-10-13T21:06:18+00:00,2023-10-13T21:06:18+00:00,2023-10-13T21:06:19+00:00
4254,2023-10-13T21:07:13+00:00,2023-10-13T21:07:13+00:00,2023-10-13T21:07:14+00:00,2023-10-13T21:07:13+00:00
4255,2023-10-13T21:08:08+00:00,2023-10-13T21:08:08+00:00,2023-10-13T21:08:09+00:00,2023-10-13T21:08:09+00:00
4256,2023-10-13T21:09:03+00:00,2023-10-13T21:09:03+00:00,2023-10-13T21:09:04+00:00,2023-10-13T21:09:04+00:00
4257,2023-10-13T21:09:58+00:00,2023-10-13T21:09:58+00:00,2023-10-13T21:09:59+00:00,2023-10-13T21:10:54+00:00
4258,2023-10-13T21:10:53+00:00,2023-10-13T21:10:53+00:00,2023-10-13T21:11:49+00:00,2023-10-13T21:10:54+00:00
4259,2023-10-13T21:11:48+00:00,2023-10-13T21:11:48+00:00,2023-10-13T21:11:49+00:00,2023-10-13T21:11:49+00:00
4260,2023-10-13T21:12:43+00:00,2023-10-13T21:12:43+00:00,2023-10-13T21:12:44+00:00,2023-10-13T21:12:44+00:00
4261,2023-10-13T21:13:38+00:00,2023-10-13T21:13:38+00:00,2023-10-13T21:13:39+00:00,2023-10-13T21:13:39+00:00
4262,2023-10-13T21:14:33+00:00,2023-10-13T21:14:33+00:00,2023-10-13T21:14:34+00:00,2023-10-13T21:14:34+00:00
4263,2023-10-13T21:15:28+00:00,2023-10-13T21:15:28+00:00,2023-10-13T21:16:24+00:00,2023-10-13T21:15:29+00:00
4264,2023-10-13T21:16:23+00:00,2023-10-13T21:16:23+00:00,2023-10-13T21:16:24+00:00,2023-10-13T21:16:24+00:00
4265,2023-10-13T21:17:19+00:00,2023-10-13T21:17:18+00:00,2023-10-13T21:17:19+00:00,2023-10-13T21:17:19+00:00
4266,2023-10-13T21:18:13+00:00,2023-10-13T21:18:13+00:00,2023-10-13T21:18:14+00:00,2023-10-13T21:18:14+00:00
4267,2023-10-13T21:19:08+00:00,2023-10-13T21:19:08+00:00,2023-10-13T21:19:09+00:00,2023-10-13T21:19:09+00:00
4268,2023-10-13T21:20:04+00:00,2023-10-13T21:20:03+00:00,2023-10-13T21:20:04+00:00,2023-10-13T21:20:04+00:00
4269,2023-10-13T21:20:59+00:00,2023-10-13T21:20:58+00:00,2023-10-13T21:20:59+00:00,2023-10-13T21:20:59+00:00
4270,2023-10-13T21:21:54+00:00,2023-10-13T21:21:53+00:00,2023-10-13T21:21:54+00:00,2023-10-13T21:21:54+00:00
4271,2023-10-13T21:22:49+00:00,2023-10-13T21:22:48+00:00,2023-10-13T21:22:49+00:00,2023-10-13T21:22:49+00:00
4272,2023-10-13T21:23:44+00:00,2023-10-13T21:23:43+00:00,2023-10-13T21:23:44+00:00,2023-10-13T21:23:44+00:00
4273,2023-10-13T21:24:39+00:00,2023-10-13T21:24:38+00:00,2023-10-13T21:24:39+00:00,2023-10-13T21:24:39+00:00
4274,2023-10-13T21:25:34+00:00,2023-10-13T21:25:33+00:00,2023-10-13T21:25:34+00:00,2023-10-13T21:25:34+00:00
4275,2023-10-13T21:26:29+00:00,2023-10-13T21:26:28+00:00,2023-10-13T21:26:29+00:00,2023-10-13T21:26:29+00:00
4276,2023-10-13T21:27:24+00:00,2023-10-13T21:27:23+00:00,2023-10-13T21:27:24+00:00,2023-10-13T21:27:24+00:00
4277,2023-10-13T21:29:14+00:00,2023-10-13T21:28:19+00:00,2023-10-13T21:28:19+00:00,2023-10-13T21:28:19+00:00
4278,2023-10-13T21:29:14+00:00,2023-10-13T21:29:13+00:00,2023-10-13T21:29:14+00:00,2023-10-13T21:29:14+00:00
4279,2023-10-13T21:30:09+00:00,2023-10-13T21:30:08+00:00,2023-10-13T21:30:09+00:00,2023-10-13T21:30:09+00:00
4280,2023-10-13T21:31:59+00:00,2023-10-13T21:31:03+00:00,2023-10-13T21:31:04+00:00,2023-10-13T21:31:04+00:00
4281,2023-10-13T21:31:59+00:00,2023-10-13T21:31:59+00:00,2023-10-13T21:31:59+00:00,2023-10-13T21:31:59+00:00
4282,2023-10-13T21:32:54+00:00,2023-10-13T21:32:53+00:00,2023-10-13T21:32:54+00:00,2023-10-13T21:32:54+00:00
4283,2023-10-13T21:33:49+00:00,2023-10-13T21:33:48+00:00,2023-10-13T21:33:49+00:00,2023-10-13T21:33:49+00:00
4284,2023-10-13T21:34:44+00:00,2023-10-13T21:34:44+00:00,2023-10-13T21:35:39+00:00,2023-10-13T21:34:44+00:00
4285,2023-10-13T21:35:39+00:00,2023-10-13T21:35:39+00:00,2023-10-13T21:35:39+00:00,2023-10-13T21:35:39+00:00
4286,2023-10-13T21:36:34+00:00,2023-10-13T21:36:34+00:00,2023-10-13T21:36:34+00:00,2023-10-13T21:36:34+00:00
4287,2023-10-13T21:37:29+00:00,2023-10-13T21:38:24+00:00,2023-10-13T21:37:29+00:00,2023-10-13T21:37:29+00:00
4288,2023-10-13T21:38:24+00:00,2023-10-13T21:38:24+00:00,2023-10-13T21:38:24+00:00,2023-10-13T21:38:24+00:00
4289,2023-10-13T21:39:19+00:00,2023-10-13T21:39:19+00:00,2023-10-13T21:39:19+00:00,2023-10-13T21:39:19+00:00
4290,2023-10-13T21:40:14+00:00,2023-10-13T21:40:14+00:00,2023-10-13T21:40:14+00:00,2023-10-13T21:40:14+00:00
4291,2023-10-13T21:41:09+00:00,2023-10-13T21:41:09+00:00,2023-10-13T21:41:09+00:00,2023-10-13T21:41:09+00:00
4292,2023-10-13T21:42:04+00:00,2023-10-13T21:42:04+00:00,2023-10-13T21:42:04+00:00,2023-10-13T21:42:04+00:00
4293,2023-10-13T21:42:59+00:00,2023-10-13T21:42:59+00:00,2023-10-13T21:42:59+00:00,2023-10-13T21:42:59+00:00
4294,2023-10-13T21:43:54+00:00,2023-10-13T21:43:54+00:00,2023-10-13T21:44:49+00:00,2023-10-13T21:43:54+00:00
4295,2023-10-13T21:44:49+00:00,2023-10-13T21:44:49+00:00,2023-10-13T21:44:49+00:00,2023-10-13T21:44:49+00:00
4296,2023-10-13T21:45:44+00:00,2023-10-13T21:45:44+00:00,2023-10-13T21:45:44+00:00,2023-10-13T21:45:44+00:00
4297,2023-10-13T21:46:39+00:00,2023-10-13T21:46:39+00:00,2023-10-13T21:46:39+00:00,2023-10-13T21:46:39+00:00
4298,2023-10-13T21:47:34+00:00,2023-10-13T21:47:34+00:00,2023-10-13T21:47:34+00:00,2023-10-13T21:47:34+00:00
4299,2023-10-13T21:48:29+00:00,2023-10-13T21:48:29+00:00,2023-10-13T21:48:29+00:00,2023-10-13T21:48:29+00:00
4300,2023-10-13T21:49:24+00:00,2023-10-13T21:49:24+00:00,2023-10-13T21:49:24+00:00,2023-10-13T21:49:24+00:00
4301,2023-10-13T21:50:19+00:00,2023-10-13T21:50:19+00:00,2023-10-13T21:50:19+00:00,2023-10-13T21:51:14+00:00
4302,2023-10-13T21:51:14+00:00,2023-10-13T21:51:14+00:00,2023-10-13T21:51:14+00:00,2023-10-13T21:51:14+00:00
4303,2023-10-13T21:52:09+00:00,2023-10-13T21:52:09+00:00,2023-10-13T21:52:09+00:00,2023-10-13T21:52:09+00:00
4304,2023-10-13T21:53:04+00:00,2023-10-13T21:53:04+00:00,2023-10-13T21:53:04+00:00,2023-10-13T21:53:04+00:00
4305,2023-10-13T21:53:59+00:00,2023-10-13T21:53:59+00:00,2023-10-13T21:53:59+00:00,2023-10-13T21:53:59+00:00
4306,2023-10-13T21:54:54+00:00,2023-10-13T21:54:54+00:00,2023-10-13T21:54:54+00:00,2023-10-13T21:54:54+00:00
4307,2023-10-13T21:55:49+00:00,2023-10-13T21:55:49+00:00,2023-10-13T21:55:49+00:00,2023-10-13T21:55:49+00:00
4308,2023-10-13T21:56:44+00:00,2023-10-13T21:56:44+00:00,2023-10-13T21:56:44+00:00,2023-10-13T21:56:44+00:00
4309,2023-10-13T21:57:39+00:00,2023-10-13T21:57:39+00:00,2023-10-13T21:57:39+00:00,2023-10-13T21:57:39+00:00
4310,2023-10-13T21:58:34+00:00,2023-10-13T21:58:34+00:00,2023-10-13T21:58:34+00:00,2023-10-13T21:58:34+00:00
4311,2023-10-13T21:59:29+00:00,2023-10-13T21:59:29+00:00,2023-10-13T22:00:24+00:00,2023-10-13T21:59:29+00:00
4312,2023-10-13T22:00:24+00:00,2023-10-13T22:00:24+00:00,2023-10-13T22:00:24+00:00,2023-10-13T22:00:24+00:00
4313,2023-10-13T22:01:19+00:00,2023-10-13T22:01:19+00:00,2023-10-13T22:01:19+00:00,2023-10-13T22:01:19+00:00
4314,2023-10-13T22:02:14+00:00,2023-10-13T22:02:14+00:00,2023-10-13T22:02:14+00:00,2023-10-13T22:02:14+00:00
4315,2023-10-13T22:03:09+00:00,2023-10-13T22:04:04+00:00,2023-10-13T22:03:09+00:00,2023-10-13T22:03:09+00:00
4316,2023-10-13T22:04:04+00:00,2023-10-13T22:04:04+00:00,2023-10-13T22:04:04+00:00,2023-10-13T22:04:04+00:00
4317,2023-10-13T22:04:59+00:00,2023-10-13T22:04:59+00:00,2023-10-13T22:04:59+00:00,2023-10-13T22:04:59+00:00
4318,2023-10-13T22:05:54+00:00,2023-10-13T22:05:54+00:00,2023-10-13T22:05:54+00:00,2023-10-13T22:05:54+00:00
4319,2023-10-13T22:06:49+00:00,2023-10-13T22:07:44+00:00,2023-10-13T22:06:49+00:00,2023-10-13T22:06:49+00:00
4320,2023-10-13T22:07:44+00:00,2023-10-13T22:07:44+00:00,2023-10-13T22:07:44+00:00,2023-10-13T22:07:44+00:00
4321,2023-10-13T22:08:39+00:00,2023-10-13T22:08:39+00:00,2023-10-13T22:08:39+00:00,2023-10-13T22:08:39+00:00
